date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:39:29	7995/7995	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/icons/payment.png	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/icons/payment.png	(from https://newcrestmining.ltd/)
06:39:30	5494/5494	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/icons/cart.png	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/icons/cart.png	(from https://newcrestmining.ltd/)
06:39:32	14798/14798	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/icons/testimonial-arrow-2.png	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/icons/testimonial-arrow-2.png	(from https://newcrestmining.ltd/)
06:39:37	108203/108203	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/testimonial/testimonial-1.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/testimonial/testimonial-1.jpg	(from https://newcrestmining.ltd/)
06:39:38	106718/106718	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/testimonial/testimonial-2.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/testimonial/testimonial-2.jpg	(from https://newcrestmining.ltd/)
06:39:40	22195/22195	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/testimonial/testimonial-3.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/testimonial/testimonial-3.jpg	(from https://newcrestmining.ltd/)
06:39:42	22275/22275	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/testimonial/testimonial-4.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/testimonial/testimonial-4.jpg	(from https://newcrestmining.ltd/)
06:39:43	14681441/14681441	---M--	200	added ('OK')	video/mp4	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/btc.mp4	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/btc.mp4	(from https://newcrestmining.ltd/)
06:39:44	22701/22701	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/testimonial/testimonial-5.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/testimonial/testimonial-5.jpg	(from https://newcrestmining.ltd/)
06:39:45	22363/22363	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/testimonial/testimonial-6.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/testimonial/testimonial-6.jpg	(from https://newcrestmining.ltd/)
06:39:47	22572/22572	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/testimonial/testimonial-7.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/testimonial/testimonial-7.jpg	(from https://newcrestmining.ltd/)
06:39:51	84319/84319	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/jquery.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/jquery.min.js	(from https://newcrestmining.ltd/)
06:39:52	139445/139445	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/footer-map.png	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/footer-map.png	(from https://newcrestmining.ltd/)
06:39:53	29110/29110	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/bootstrap.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/bootstrap.min.js	(from https://newcrestmining.ltd/)
06:39:54	3383/3383	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/menumaker.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/menumaker.js	(from https://newcrestmining.ltd/)
06:39:56	79152/79152	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/owl.carousel.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/owl.carousel.js	(from https://newcrestmining.ltd/)
06:39:57	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/jquery.magnific-popup.min.js	(from https://newcrestmining.ltd/)
06:40:01	58870/58870	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/jquery.elevatezoom.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/jquery.elevatezoom.js	(from https://newcrestmining.ltd/)
06:40:02	5591/5591	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/jquery.ajaxchimp.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/jquery.ajaxchimp.js	(from https://newcrestmining.ltd/)
06:40:04	18174/18174	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/smooth-scroll.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/smooth-scroll.js	(from https://newcrestmining.ltd/)
06:40:06	8044/8044	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/waypoints.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/waypoints.min.js	(from https://newcrestmining.ltd/)
06:40:08	2576/2576	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/jquery.counterup.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/jquery.counterup.js	(from https://newcrestmining.ltd/)
